author_id_x,text_x,author_id_y,text_y
403182,"@115798 There are too many changes to the ticket fees. I made a mistake when I first made a mistake, but I want to change it.",AirAsiaSupport,@403182 Sorry but flight change is subject to change fee + fare difference. Thanks - Ed
403235,Hi @AirAsiaSupport. My flight to Kota Kinabalu has been rescheduled.  How do I change to a new travel date w/o paying additional cost?,AirAsiaSupport,"@403235 Hi, kindly DM us with the booking number and preferred flight. We will get it checked and assist accordingly.Thanks - Ed"
128670,"@AirAsiaSupport  hi, please help to make a tittle correction, from MS to MR ""(AFIF UBAIDILLAH)"", booking number (QHKV6S), thank you!",AirAsiaSupport,"@128670 Sure Septia, we've already corrected it for you. Thanks. -Floi"
403384,@AirAsiaSupport hi can you help me to link this booking no to my aasia acc?want to add prebook meal. booking no: EQK45U cikafysufy@yahoo@com,AirAsiaSupport,@403384 Sorry but you'll have to refer to the Agency directly or we canhelp you add it for you. Just DM us the booking number please. -Floi
403385,"@AirAsiaSupport 
I got an SMS from AirAsia that flight I5-1527 is delayed to 1410 from HYD. But website shows it 1155. Which one is right?",AirAsiaSupport,"@403385 Sorry about that, Ramesh. If you received the notification, that's the updated timing. May we have the booking number? -Floi"
403386,@AirAsiaSupport  please resolve this case :  Case Acknowledgement - CAS-20036522-589F4P CRM:0001119,AirAsiaSupport,"@403386 Sorry for the delay, Venkat. We have forwarded it to the team to respond to you accordingly. Thank you. -Miza"
403474,@AirAsiaSupport hi..im tryong to ourchase this tix few times cudnt go thru..pls help https://t.co/haUwD9NyVz,AirAsiaSupport,"@403474 Sorry about that, Azryiena. Please clear your browser's history, cookies and cache. Try to change browser and try again. -Miza"
403475,"Error occurred: The specified key does not exist. | x-amz-request-id: 8EC789BCD0DBF6FD
@AirAsiaSupport",AirAsiaSupport,"@403475 Hi Wong, may i know are you referring to member login ID. Thanks-Mi"
403684,"@AirAsiaSupport booking no OW616A BLR to PNQ, 30 OCT. didn't get pnr in email plz help",AirAsiaSupport,"@403684 Hi, as we checked itinerary has already been resend accordingly to your email.Thank you - Ed"
336549,"@AirAsiaSupport Hi, abt MQ599H, booking, guest name Lee Kean Eng, is without Markus, check DM, tx",AirAsiaSupport,"@336549 We have replied  to your DM, Chia Shiun! :) -Miza"
403836,@AirAsiaSupport I5 1427 Pune to BLR delayed more than 3 hours. No call from team. Plan to cancel and get full refund. Pl call me.,AirAsiaSupport,"@403836 Hi, kindly provide us with the booking number. We will get it checked and advise accordingly.Thanks - Ed"
404718,"@115802 @AirAsiaSupport 
PNR: JGPIYI
(1/3)I called off my Bali trip due to  the Volcano alerts and was told there was option of full refund",AirAsiaSupport,"@404718 Hi There, we has replied you via DM, see you there!- Anwar"
405363,@AirAsiaSupport  i have no time to follow up as im working at retail. Things been dragging for almost 1 month. Please and  Thanks!!,AirAsiaSupport,@405363 If you are still unable to received the reset link. Kindly refer to @142624 for further assistance regarding this. Thanks
405571,"Hey @AirAsiaSupport, can you have a look at case# 00112618, thanks",AirAsiaSupport,"@405571 Hi Pierre, We had assist to amend the title accordingly for you. Revised itinerary has been sent to your email. Thanks - Khairul"
405655,@AirAsiaSupport  I5-1453 flight from Visakhapatnam to Bengaluru delayed from 1105 hrs to 1500 hrs.,AirAsiaSupport,@405655 We apologize for any inconvenience. Could you DM us your booking number for further checking. Thanks - Khairul
405809,"@AirAsiaSupport Hi, I'd like to make a refund regarding my retimed flights. Tried the live chat but failed. What should I do?",AirAsiaSupport,"@405809 Hi Felix , Could you DM us the booking number for further checking. Thanks - Khairul"
406662,@115802 lack of response in accommodating our refund. Itinerary changed by the airline. I will never fly AirAsia again. @AirAsiaSupport,AirAsiaSupport,"@406662 Hi Alicia , We are sorry about that. Could you DM us your booking no for further assistance. Thanks - Khairul"
165323,"@AirAsiaSupport hello this is my case number 00079545, was make eform since saturday. can you make creditshell soon so i can use it",AirAsiaSupport,"@165323 Hi Abi , Our team are in the midst of processing this. You will be notified accordingly once done. Thanks - Khairul"
226253,"@AirAsiaSupport Amount deducted from bank and ticket not booked, unable to reach any of your customer support channels, pls help",AirAsiaSupport,"@226253 May we have the full name of the guest, email address and flight details (destinations/dates) for a check, Venkatraman? -Miza"
407043,"@AirAsiaSupport 
Please someone help me regarding my booking",AirAsiaSupport,"@407043 Hi Syaima :) Kindly DM us your booking number and state your concern for us to assist you further , see you!- Anwar"
407044,@AirAsiaSupport Mr Prasenjit Singha boasted that he had the power to stop me from boarding the aircraft on security grounds even after CISF security check. He said the manager Mr Shamim Ahmed has given him the authority for the same.,AirAsiaSupport,"@407044 Hi, really sorry for the inconvenience. Kindly submit an eform https://t.co/yUyvTZDtHT for an official feedback. Thanks - Ed"
407045,"@AirAsiaSupport Saya ingin refund airport tax.payment via Alfamart, bingung krn dikolom eform tdk ada jenis payment itu. Help",AirAsiaSupport,"@407045 Hi Fitria :) We have DM you, see you there!- Anwar"
407046,@115802 @AirAsiaSupport total mismanagement #BhubaneswarAirport,AirAsiaSupport,@407046 &gt;&gt; improvement. Thanks  :) -Amie
407046,@115802 @AirAsiaSupport total mismanagement #BhubaneswarAirport,AirAsiaSupport,"@407046 We're truly apologies for the inconvenience Kunapanda, we've highlight this to the management for continuously &gt;&gt;"
407047,@115802 @AirAsiaSupport Hi i wany to ask..my boarding pass appear PBLA...it means i have 15kg baggage??,AirAsiaSupport,"@407047 Sorry for the delayed Saf, yes if PBLA code is for 15KG baggage, but may we have your booking for further check? :) -Amie"
407048,@AirAsiaSupport may i know your policy for baby stroller?..can i bring the stroller until aerobridge?..must checked in at the counter 1st?.,AirAsiaSupport,"@407048 Hi Moi, you can bring it up to boarding gate, but you must handover to the ground staff to put it into the cargo. :) -Amie"
407049,@AirAsiaSupport Hello i have make 3 payment...but process is not sucess..but i checked in my transaction had been deducted from  my account,AirAsiaSupport,"@407049 Hi, kindly DM us with the booking number and we will get it checked accordingly. Thanks - Ed"
407050,@AirAsiaSupport hi! May I ask how many hours can we rebook or modify before the flight?,AirAsiaSupport,"@407050 Hi, you may make flight change date/time up to 48 hours before departure via manage my booking online. Thank you - Ed"
407052,@AirAsiaSupport Can you please change the gender of Lai Yoong Lee from male to female? Booking number is JMELVW.,AirAsiaSupport,"@407052 
Hi, title correction has already been made accordingly. Kindly refer to your email for the revised itinerary. Thanks - Ed"
407053,@AirAsiaSupport kindly need help on this matter AA! Tq https://t.co/CFNO62Eior,AirAsiaSupport,"@407053 Hi , Booking KMRZFT has been cancelled due to no complete payment. Your Big Points has been reverted back to your account. Thanks"
407696,@AirAsiaSupport I’ve dm u quite awhile back. Can u reply soon because my flight is in 48 hours and I need to get a refund for it. Thanks,AirAsiaSupport,"@407696 Hi Tiong , We believed the Credit has been processed accordingly for your booking HGCJSC. Thanks - Khairul"
407697,"@AirAsiaSupport Hi. For flight booking no.ZFM4PS, may I know the checked-in baggage fees after booking and when can I buy bfore check-in?",AirAsiaSupport,"@407697 Hi Shirley, It can be located here : https://t.co/jNMqRBUZdx . You may add it up to 4 hours before your flight time. Thanks"
408220,"hi @AirAsiaSupport ,  masa booking tiket airasia, sy tersalah taip nama..boleh betulkan balik ke? *org yg sama, tp nama yg berbeza*..😅😅",AirAsiaSupport,"@408220 Hi , Boleh anda DM kami passport penumpang untuk kami betulkan nama tersebut. Terima Kasih - Khairul"
408520,@AirAsiaSupport please advise how to change the onward flight for PNR SKM7TM to evening time.,AirAsiaSupport,"@408520 &gt;&gt; date and time , changes can be done up to 48 hours before the flight time subject to change fee and fare difference - Thanks"
408520,@AirAsiaSupport please advise how to change the onward flight for PNR SKM7TM to evening time.,AirAsiaSupport,"@408520 Hi Abi , As this is an agent/3rd party booking you will need to proceed to our Service Centre to make changes to your flight &gt;&gt;"
156205,@AirAsiaSupport hey. Can I ask what document needed to bring the kids 2 years old flight,AirAsiaSupport,"@156205 If passport is available, you may bring the passport. If not , you can bring the ID or the birth certificate. Thanks - Khairul"
409004,"@AirAsiaSupport Got it: You are over flooded, thats why you don't pick up the phone, react to Emails or make your live-chat work and don't inform anyone about cancellations. But WHY are you not communicating on FB, Twitter or your site what's going on?? #baliairport #Balivolcano",AirAsiaSupport,"@409004 Hi Max, we do apologize for the delay in response as we are receiving massive amount of queries and request at the moment. Kindly refer here : https://t.co/QqUDq2OVz9 for the latest updates in regards of the situation in Bali. - Nod"
409133,"@AirAsiaSupport can you get back to me in my request?I have been waiting for days,i started the live chat but it was cancelled immediately",AirAsiaSupport,"@409133 Hi, Could DM us both of the booking no as you stated that you had a duplicate booking. We will check further. Thanks - Khairul"
409304,@AirAsiaSupport thank you so much for ur help,AirAsiaSupport,@409304 You are most welcome Shahul :) Cheers - Khairul
409418,"@AirAsiaSupport Hi, I have send you 2 e-form case no. 00115619(latest) but no further update. Can you help and look into it pls? Thank you",AirAsiaSupport,"@409418 Hi Syaq , Could you DM us the date of birth and we will assist to amend your name sequence. Thanks - Khairul"
410277,@AirAsiaSupport Pl cancel AirAsia tickets fr SG to Bhubaneswar via KL on 27 Oct and back as wife's dad passed away. KSS5NB @118894,AirAsiaSupport,@410277 &gt;&gt;proof of relationship of the Guests and the deceased for further assistance and consideration. Thanks. -Floi
410277,@AirAsiaSupport Pl cancel AirAsia tickets fr SG to Bhubaneswar via KL on 27 Oct and back as wife's dad passed away. KSS5NB @118894,AirAsiaSupport,"@410277 Sorry to hear about what happened, please submit the request at https://t.co/yUyvTZDtHT and attach Death Certificate and &gt;&gt;"
411080,Hey @AirAsiaSupport how to request for cancellation of tickets? Tried the website and chat options but getting timed out since last 2 hours,AirAsiaSupport,@411080 Hi there! May we have the booking number to check? We actually don't allow cancellation as payment is non-refundable. -Floi
411111,"@118894 amazing crew you have in the air! But your customer service team is bad, no replies, no response. Help!",AirAsiaSupport,"@411111 Sorry for the delay, Casey. We've replied your DM. Check it out. Thanks. -Floi"
140751,"@AirAsiaSupport Hello. I forgot my BigPay Virtual password. I've clicked ""Forgot password"" and entered the given password but cant access",AirAsiaSupport,@140751 make a new booking ya -Yana
140751,"@AirAsiaSupport Hello. I forgot my BigPay Virtual password. I've clicked ""Forgot password"" and entered the given password but cant access",AirAsiaSupport,@140751 We are sorry but the payment you have made twice is declined and booking has expired. Please check with your bank and&gt;
412048,@AirAsiaSupport help in procedure to #refund taxes of missed flight as #credit to use in next flight. I wanna use this credit to buy know,AirAsiaSupport,@412048 May we have your booking number for a check please Wayra? -Yana
146812,@115802 @130893 https://t.co/pbhjS02XyE,AirAsiaSupport,@146812 It ha been sent to the bank for processing on the 18th September. -Yana
412390,"Hi @AirAsiaSupport team, can I change my name on the purchased ticket? How do I request the name change?",AirAsiaSupport,@412390 Sorry but passenger change is strictly not allowed Stanley. You will have to make a new booking for the passenger-Yana
412737,"@AirAsiaSupport 
The other day I took a reservation for 5 family members ...
One person made a mistake in entering sex. What should I do?",AirAsiaSupport,"@412737 Sure, we've replied your DM. Thanks. -Floi"
412738,"@AirAsiaSupport please advise other way to contact with Customer Service? Live Chat, Twitter,Email no responses and slow 😔 https://t.co/e0TezzyjKc",AirAsiaSupport,"@412738 Sorry for the delay, Nazatul. We've replied your DM. Thanks. -Floi"
412739,"@AirAsiaSupport Hello, recently i've got a notification email from AirAsia that my flight with number QZ 200 was rescheduled into earlier time. Kindly to info, why my flight is rescheduled? I've sent a DM anyway :)",AirAsiaSupport,@412739 Revised itinerary sent to your email Ari. Check it out =) yana
412861,@AirAsiaSupport My flight from klia2 to LGK had been reschedule and I dont prefer the new boarding time. Can I change the time w/o charges ?,AirAsiaSupport,"@412861 Sorry about that, Kim. Sure, please DM us the booking number and your preferred flight move date/time. Thanks. -Floi"
183041,@AirAsiaSupport ref pnr GW86YQ . On second thoughts I would not like to reserve seats for additional 1100 inr extra,AirAsiaSupport,@183041 Sorry but once seat has already been selected and confirmed it is non transferable and non cancellation. Thanks - Ed
367834,i want to change gander passenger with report number 00152820. thank you very much Air Asia. @AirAsiaSupport,AirAsiaSupport,"@367834 Hi, title correction has already been made accordingly. Kindly refer to your email for the revised itinerary. Thanks - Ed"
367249,@AirAsiaSupport i wanna request credit to account after my flight was been reschedule.tq,AirAsiaSupport,"@367249 Hi, kindly refer to your DM as we replied accordingly.Thanks - Ed"
412972,@AirAsiaSupport tried to book a flight for 3 days now and this keeps happening. What is the issue? Very frustrating! https://t.co/Dcx98EXjSA,AirAsiaSupport,@412972 &gt;&gt;desktop/laptop computer or via the Mobile App. Thanks for your patience. -Floi
412972,@AirAsiaSupport tried to book a flight for 3 days now and this keeps happening. What is the issue? Very frustrating! https://t.co/Dcx98EXjSA,AirAsiaSupport,"@412972 Sorry about that Christine, please ensure that you tap on the Check box for the T&amp;C. You may also try alternatively via &gt;&gt;"
413023,@AirAsiaSupport my booking code is njvw9d,AirAsiaSupport,"@413023 Hi, as we checked Credit Shell is in progress accordingly. You will be updated via email accordingly.Thanks - Ed"
413024,"@AirAsiaSupport Hi, I got a message that my flight is rescheduled, I'd like to move the flight but how do I do that?",AirAsiaSupport,@413024 May we have your booking number and preferred time for a check please Nico? =) Yana
336549,"@AirAsiaSupport Hi, Amir Osman Ibrahim , forgot to put Mohd in, booking no: HHTU3P, can ammend? I attached passport, Check DM,  tx",AirAsiaSupport,@336549 Name amended and itinerary sent to your email  Lee. Check it out =) Yana
413268,@AirAsiaSupport My flight for 15th Nov got rescheduled and the new timing is absolutely inconvenient. I got no response frm customer care,AirAsiaSupport,@413268 We are terribly sorry for the inconvenience. Please DM us your booking number and we will assist you  Gayathri- Yana
413335,"@AirAsiaSupport Hello, I have booked a package flight from Bangkok to Koh lipe. How does package flight work? 
Booking number NWBZXD",AirAsiaSupport,@413335 Do you mean you have booked together with hotels rooms? If yes please proceed to Airasia Go for assistance =) Yana
413420,"@AirAsiaSupport Hye, regarding the reschedule flight from Penang to KL, flight no AK6125, I would like to change the travel time",AirAsiaSupport,@413420 May we have your booking number and preferred time for a check please Aifaa? =) Yana
413421,@AirAsiaSupport hello. I've problem with my booking transaction. I've oredy paid but it still said that it needs payment. What to do?,AirAsiaSupport,"@413421 Hi, kindly DM us your booking number. We will get it checked accordingly. Thanks - Ed"
332865,"@AirAsiaSupport hi there, i put below name twice, his surnme and given nme EVANDRAN KUMAR MATHIWANAN. is it correct? https://t.co/pC6frNnNRi",AirAsiaSupport,"@332865 Hi, can we have the booking number for further check about the name. Thanks-Sha"
413724,Helppppppp! @AirAsiaSupport kenapa macam ni:( https://t.co/hpNkS2X1tP,AirAsiaSupport,"@413724 Oh no! Sorry about that, Dayana. Please clear your browser's history, cookies and cache or change browser and try again.-Floi"
413791,"@AirAsiaSupport Haneda - KL - CMB...is FlyThru available with this option? Can't seem to add a bag while booking, what is the cost after?",AirAsiaSupport,@413791 Refer to https://t.co/jNMqRBUZdx for the fees-Yana
413791,"@AirAsiaSupport Haneda - KL - CMB...is FlyThru available with this option? Can't seem to add a bag while booking, what is the cost after?",AirAsiaSupport,"@413791 Hi Emma, you should be able to. Baggage allowance after initial booking will cost more than during booking .&gt;&gt;"
413792,"@AirAsiaSupport Booking no VETPPB, name Haziq Husainy Bahtiar affendi.  keyed in wrong passport expiry date during web check in. Pls help",AirAsiaSupport,"@413792 Hi Sherry, we've replied your DM. Thanks. -Floi"
413793,"@AirAsiaSupport Hi, I have a double credit card payment made to you but the booking it still on 'not payed' and applying for a refund doesnt work. Booking nr NQJ2PK flight D7 206  . Live chat crashes, call center doesnt pick up. Please help me out. https://t.co/W8eobTM1fn",AirAsiaSupport,"@413793 Sorry about that, Prins. Your refund case is received and under validation process. You'll be update once it's completed. -Floi"
413887,@AirAsiaSupport are umbrellas allowed as cabin baggage?,AirAsiaSupport,@413887 Yes Lylia but subject to airport authorities approval during bag scan. Thanks. -Floi
413888,@AirAsiaSupport please check dm,AirAsiaSupport,"@413888 Sure Raini, we've replied your DM. Thanks. -Floi"
413889,@AirAsiaSupport i have logged my case since 23th of October and there’s no response and call center cannot get through with Long holding,AirAsiaSupport,"@413889 Sorry for the delay, Maggie. May we have the case number and booking number to check for you? -Floi"
413890,"@AirAsiaSupport Hi.Penerbangan sy dg airasia utk 4org (1 kode booking) pp jakarta-makau,3 org tdk berangkat. Bisakah bagasi mereka sy pakai?",AirAsiaSupport,@413890 baru di bawah nama anda sendiri =) Yana
413890,"@AirAsiaSupport Hi.Penerbangan sy dg airasia utk 4org (1 kode booking) pp jakarta-makau,3 org tdk berangkat. Bisakah bagasi mereka sy pakai?",AirAsiaSupport,@413890 Maaf tetapi bagasi di bawah nama penumpang yang tidak akan menaiki penerbangan akan di lupuskan Elsa. Sila beli bagasi &gt;&gt;
390553,@AirAsiaSupport May I know the price charge for changing flight?,AirAsiaSupport,@390553 As it is subject to change fee https://t.co/Dp4ncVyQMG + fare difference. Thank you - Ed
413987,@AirAsiaSupport hello. Powerbank kena bawak dlm hand carry or kena dlm checked in baggage?,AirAsiaSupport,"@413987 Hi Muzz, it has to be inside hand carry only. Thanks. -Floi"
413988,"@AirAsiaSupport Hi, I misspelling my name. my flight is on this Friday. how  I want to correct it? thank you",AirAsiaSupport,@413988 We will see what we can do for you =) Yana
413988,"@AirAsiaSupport Hi, I misspelling my name. my flight is on this Friday. how  I want to correct it? thank you",AirAsiaSupport,"@413988 Hi Ameera,may we have the booking number and passengers name and date of birth via DM for correction please? &gt;&gt;"
414060,@AirAsiaSupport hi,AirAsiaSupport,"@414060 Hi Sandeep, how may we assist you today? Any booking number to check? Please send us a DM. Thanks. -Floi"
414166,@115798 My booking no is NI1RRA. I mistakening put MR instead of MS for my mother. Can help to rectify?,AirAsiaSupport,"@414166 `Hi,may we have the name that need title amendment please.Thank you =)"
414263,@AirAsiaSupport Hi could you please let me know if I need transit visa in KLIA Malaysia if I am travelling from CCU to Jakarta and have layover / transit for 4 hours in KL . My entire booking has SINGLE PNR .,AirAsiaSupport,@414263 Sorry but we are unable to advise on this. Kindly refer to the immigration or embassy for further details. Thanks - Ed
414413,"@AirAsiaSupport I'd like to be seated with my other traveller after online checkin, please change my seats to do so as we are not together.",AirAsiaSupport,"@414413 Hi There, we have reply you via DM, see you there!- Anwar"
337656,"@AirAsiaSupport PNR;BHHLGS, AFTER STRUGGLING FOR MORE THAN 24 HOURS ,I COULD UPGRADE TO 40 KGS,COURTESY IS THANK YOU,BUT REALITY GOT TROUBLE",AirAsiaSupport,"@337656 Sorry for the inconvenience, we will forward this to the relevant team for continuous improvement. Thanks - Ed"
414491,"Help me,, I want to change my booking,, cause my sister gender are wrong.. @AirAsiaSupport ..",AirAsiaSupport,@414491 Title amended and itinerary sent to your email Jati. Check it out =) Yana
414492,"@AirAsiaSupport Blr-goa flight I5-1322 timings changed to 3.30 pm, booked for earlier timings, all of a sudden change, lot of inconvenience",AirAsiaSupport,"@414492 Hi Anil, we are terribly sorry for the delay in response. Kindly provide us your booking number to check further. Thanks-Sha"
414727,Hi @AirAsiaSupport ! I just made a refund request with case number 00166886. Can the refund be changed to credit shell? Thanks,AirAsiaSupport,"@414727 Hi there,we have updated your concern as for credit shell. Respective team will assist you according for credit shell. -Sha"
414822,@AirAsiaSupport ... or get a mobile boarding pass to her phone?,AirAsiaSupport,"@414822 Hi, you may reprint/resend boarding pass at https://t.co/pjTF2ZY1Fz accordingly. Thanks - Ed"
414823,@AirAsiaSupport Hi I wish to request for a refund. Paid using BIG prepaid &amp; BIG points. Which option should I choose? https://t.co/U2gjhtVARy,AirAsiaSupport,"@414823 Hi There, you may select Direct Debit and you will be notify via email on your request- Thanks-Anwar"
367834,Thank you very much for your help. @AirAsiaSupport https://t.co/sXDZAr9CwV,AirAsiaSupport,"@367834 We are happy to help, Make it a great day :) Thanks-Sha"
414973,"@AirAsiaSupport Hi, can I request passenger name change?",AirAsiaSupport,@414973 We can assist for name correction for the same passenger. Thanks-Sha
414973,"@AirAsiaSupport Hi, can I request passenger name change?",AirAsiaSupport,"@414973 Hi Nino, Please note that all AirAsia and AirAsiaX flights do not allow change of passengers. &gt;&gt;"
414975,@AirAsiaSupport Please check AirAsia support case number - 00090463. I have not had any response from your team.,AirAsiaSupport,"@414975 Hi Marrisa, as a response to your case, for booking SRG6RH. May we just have you preferred flight move date/time? -Floi"
414976,I sent you a dm @AirAsiaSupport please reply,AirAsiaSupport,"@414976 Sure Fatehah, we've replied your DM. Thanks. -Floi"
414978,"@AirAsiaSupport hello, i wan to ask how can i reprint my baggage tag at home?",AirAsiaSupport,"@414978 Sure, we've replied your DM. Thanks. -Floi"
414979,@AirAsiaSupport my mum is travelling with wheelchair and cane for the first time. Can we bring the cane onto the plane?,AirAsiaSupport,"@414979 Hi Jay, it can be used until the Boarding Gate but must be handed to the staff to put inside the Cargo Hold. Thanks. -Floi"
415040,"@AirAsiaSupport Hi ,can i amend guest name in my bking?booking is BNDB8A.The correct 1 is SITI ZARINA BINTI DALI &amp; NOORAZURA BINTI ABDULLAH. https://t.co/gZxDK415I3",AirAsiaSupport,"@415040 Hi, kindly provide us with date of birth for both guest for verification.Thanks - Ed"
415120,@115802 @AirAsiaSupport kindly check my DM. Please,AirAsiaSupport,"@415120 Hi, kindly refer to your DM as we replied accordingly.Thanks - Ed"
321098,#AirAsia change the flight times to an unsuitable time then refuse to refund it. Thieves. @AirAsiaSupport,AirAsiaSupport,"@321098 Apologies Derek, we've replied your DM. Thanks. -Floi"
415185,"@AirAsiaSupport hi, if i want to reschedule my flight, how's the procedure? Thanks in advance",AirAsiaSupport,"@415185 Hi Yohana, you may do it online via Manage my Booking up to 48 hours before departure subject to applicable fees. Thanks. -Floi"
415186,@AirAsiaSupport  How do I cancel my ticket? Nowhere am I able to find the option on website. Need to cancelled today itself!,AirAsiaSupport,"@415186 Hi There, can we have your booking number for further assistance?- Anwar"
415238,"@AirAsiaSupport Hi.Please help to check my booking no :PRZMKX
Already done payment via cimb click but in booking status showing need payment",AirAsiaSupport,"@415238 Hi, as we checked booking has already been confirmed and no payment pending. Thank you and have a great day - Ed"
415240,"@AirAsiaSupport 
hi, airasia
i would like to ask about my booking",AirAsiaSupport,"@415240 Hi There, kindly provide us your booking number for us to assist you further? - Anwar"
415292,"@AirAsiaSupport hi. My flight rescheduled to 29 Jan, 5AM. Request change to 28 January 2018, 210PM. Booking HEEVWB &amp; HJ8B7T (3 pax)",AirAsiaSupport,"@415292 Sure Yaz, we've replied your DM. Thanks. -Floi"
415293,"@AirAsiaSupport hi airasia, saya ada dropped message. Tolong assist.",AirAsiaSupport,"@415293  Hi There, we have forward your concern to respective team and you will be updated accordingly,Thanks- Anwar"
415576,@AirAsiaSupport Hello guys ..i have few doubts for my flight.. can u guys DM me? i am not getting any reply on my message sent to you,AirAsiaSupport,@415576 We are terribly sorry for the delay in response. Kindly check your DM. Thanks-Sha
415577,@AirAsiaSupport NEED HELP REGARDING A SLIGHT SPELLING MISTAKE IN FIRT NAME WHILE MAKING A BOOKING. PLEASE ASSIST,AirAsiaSupport,"@415577 Hi There, kindly attach guest national ID via DM for us to assist you further- Anwar"
415732,"@115802 I've recieved a boarding pass via email for a flight that isn't mine, your Live Chat seems to be unavailable.",AirAsiaSupport,"@415732 Hi , David, May we have the concerned email ID so that we can check further on this . Thanks-Emir"
415788,@AirAsiaSupport How long does it usually take to get a reply via email? I tried the live chat but it did not work and it's quite urgent!,AirAsiaSupport,"@415788 Hi There, kindly explain your concern via DM for us to assist you further -Anwar"
415876,@AirAsiaSupport  please check my booking why my pre-booked meals is gone. My booking no BI3TNC,AirAsiaSupport,"@415876 Hi There, we have replied you via DM, see you there - Anwar"
415945,@AirAsiaSupport can i change my flight schedule that has changed airasia before?,AirAsiaSupport,"@415945 Hi there, Is the any booking number to check? Kindly DM us your booking number for further assistance. Thanks-Sha"
415946,@AirAsiaSupport Hello i have booked a flight with you but i booked the wrong flight time how do i change my booking/cancel?,AirAsiaSupport,"@415946 Hi Josh, Is the any booking number to check? Kindly DM us your booking number for further check. Thanks-Sha"
416077,"@AirAsiaSupport hi! I did web-checkin my flght from KUL with no baggage. In case I need to add baggage, how do I do it and hows the cost? Tx",AirAsiaSupport,@416077 Log In to Account &gt; Manage My Booking &gt; Modify &gt; select seat &gt;Add-Ons &gt; baggage&gt;&gt;
416077,"@AirAsiaSupport hi! I did web-checkin my flght from KUL with no baggage. In case I need to add baggage, how do I do it and hows the cost? Tx",AirAsiaSupport,@416077 Kindly refer here for the fee https://t.co/jNMqRBUZdx Just enter your destination and it will show. Thank-Sha
416077,"@AirAsiaSupport hi! I did web-checkin my flght from KUL with no baggage. In case I need to add baggage, how do I do it and hows the cost? Tx",AirAsiaSupport,@416077  Log In to Account &gt; Manage My Booking &gt; Modify &gt; select seat &gt;Add-Ons &gt; baggage&gt;&gt;
416077,"@AirAsiaSupport hi! I did web-checkin my flght from KUL with no baggage. In case I need to add baggage, how do I do it and hows the cost? Tx",AirAsiaSupport,"@416077 Hi Siti, You can make the following booking changes on ""Manage my Booking"" &gt;&gt;"
143913,"Beware of booking @115802, they might drop you at a destination of their choice. #fraud @AirAsiaSupport @143909 @143912",AirAsiaSupport,"@143913 Hi There, how may we assist you in here? - Anwar"
416239,@115798 When you guys will be starting low fare direct flight from Bangalore to Indore??,AirAsiaSupport,"@416239 Hi Amber, thank you for your feedback. We will relay it to the relevant team. Thank you -Prabu"
416922,@AirAsiaSupport saya nak reschedule masa pulang dari Jogja - KL ke jam 11.45 boleh ke?? saya ambil option no. 1 https://t.co/p9JCKQ6gke,AirAsiaSupport,"@416922 Seperti yang kami lihat, penerbangan anda JOG-KUL sudah di rescheduled, Hafiz. Maaf atas kelewatan. Terima kasih. -Miza"
118346,"@AirAsiaSupport Sir 25 hrs has gone away we did not get revised itinerary. RAJKUMAR SARDAR IS A PATIENT,WANT TO VISIT SRI SATYA SANI HOSPITA https://t.co/KycG1IeqIy",AirAsiaSupport,"@118346 Hi There, we have replied you via DM, see you there! - Anwar"
417105,@AirAsiaSupport Hi :) I want to ask why cant check in the return flight from BUSAN ? Only get boarding pass from KL. Normally will get both,AirAsiaSupport,"@417105 Sorry but self check-in is not allowed for flights departing from Korea, Liyong. You have to do it at the counter. :) -Miza"
417106,@AirAsiaSupport How can i change my tickets date?,AirAsiaSupport,"@417106 You can do it online via Manage my Booking up to 48 hours before departure subject to CHANGE FEE + FARE DIFFERENCE, Ainul. -Miza"
417107,@AirAsiaSupport bgm proses untuk koreksi nama pada tiket?,AirAsiaSupport,"@417107 Kami boleh bantu anda, Syachbandi. Boleh dapatkan nombor tempahan dan salinan passport untuk pengesahan? -Miza"
417201,"@AirAsiaSupport received notice that XT555, 17 Oct has been delayed. Is there earlier flight? Have connecting flight to catch!",AirAsiaSupport,"@417201 Hi Teen iv'e checked, your PNR # YI2Q6F has already processed as Credit Shell, You can utilize it to make a new booking.Thanks-Emir"
417224,@115802 @AirAsiaSupport plz solve case number 00145858 ASAP,AirAsiaSupport,"@417224 Hi There, we have forward your case to respective team and you will be notify by email once done- Thanks- Anwar"
417357,"@AirAsiaSupport hi, I already booked the ticket for 4 person with one booking code. If 1 person can't flight, is it ok?",AirAsiaSupport,"@417357 Yes, it's fine as it won't affect the booking, Angelica. Thank you. :) -Miza"
417358,"Hi @AirAsiaSupport , my boarding pass did not appear on the web after the check in process. Can you help me with this?",AirAsiaSupport,"@417358 Hi There, can we have your booking number for us to assist you further? :) - Anwar"
417556,@AirAsiaSupport is your big website broken?  Tried to log in a few time but cannot,AirAsiaSupport,"@417556 Hi There, Urghhh! We hate that to happen! Kindly clear the cache and try login again-Thanks- Anwar"
417776,Hi @AirAsiaSupport .I misspelled my nephew’s name by 1 letter while booking.Could you help me fix it?I’ve already dm you my details.Thanks.,AirAsiaSupport,"@417776 We have replied to your DM, Tiqah. Check it out! -Miza"
